Sample;Tilt angle to optical axis ;Image;Particle number;Area;Weighed X-Position Central Point;Weighed Y-Position Central Point;Perimeter;Elipse fit Major axis;Elipse fit Minor axis;Elipse angle;Feret caliper;FeretX;FeretY;Feret angle;Min Feret;Area [nm2];Radius [nm]
1;na;1;1;9078;1527,265;243,93;376,333;130,804;88,365;16,858;130,74;1468;271;21,069;92,22;204,255;8,063273889
1;na;1;2;6595;1817,736;303,691;316,96;114,047;73,628;51,209;111,503;1773;337;34,403;72,013;148,3875;6,872642013
1;na;1;3;1831;1736,557;392,014;162,167;54,296;42,937;104,624;56,886;1731;364;100,125;44,731;41,1975;3,621266565
1;na;1;4;3286;1540,109;710,051;219,439;76,429;54,742;20,658;79,322;1507;731;33,69;54,54;73,935;4,851210306
1;na;1;5;2343;1364,477;771,202;181,782;56,226;53,057;94,085;59,363;1349;746;122,619;52;52,7175;4,096401033
1;na;1;6;2316;1736,399;1618,833;184,61;59,95;49,188;49,754;63,781;1712;1640;41,186;48,954;52,11;4,072729818
1;na;2;1;2279;1809,091;195,41;185,522;65,916;44,021;46,585;65,765;1778;210;28,124;42,745;51,2775;4,040066236
1;na;2;2;8169;286,319;225,645;359,262;125,694;82,749;16,381;126,531;228;248;17,003;87,024;183,8025;7,648931485
1;na;2;3;5048;576,549;286,848;280,676;102,642;62,619;51,675;100,449;538;321;43,386;61,803;113,58;6,012789442
1;na;2;4;1085;495,53;373,98;129,054;46,537;29,686;97,715;47,297;493;350;103,449;30,894;24,4125;2,787604724
1;na;2;5;2340;305,002;693,636;190,267;67,444;44,175;29,582;70,456;276;712;34,592;45,776;52,65;4,093777657
1;na;2;6;2203;128,874;753,099;174,125;54,312;51,645;114,546;57,428;112;730;125,074;50;49,5675;3,972131076
1;na;2;7;5620;933,528;947,706;310,35;110,671;64,657;71,36;113,741;902;1000;57,567;68,592;126,45;6,34431124
1;na;2;8;9887;1181,727;1006,824;403,546;152,075;82,778;114,942;155,641;1150;933;115,907;85,578;222,4575;8,41489284
1;na;2;9;1750;502,93;1605,81;159,296;53,011;42,032;57,118;55,317;482;1624;40,601;42,348;39,375;3,54026154
1;na;2;10;6806;984,017;1802,686;329,103;120,441;71,95;130,436;119,013;962;1746;114,842;71,619;153,135;6,98171787
1;na;2;11;7722;1377,037;1888,857;337,245;107,449;91,504;79,062;117,107;1370;1832;92,447;89,304;173,745;7,436716424
1;na;3;1;2828;1280,593;58,733;200,108;63,582;56,631;172,378;67,742;1248;64;8,489;57,026;63,63;4,500450873
1;na;3;2;6131;174,309;110,563;316,551;109,101;71,55;72,655;113,464;142;161;55,049;72,718;137,9475;6,626466104
1;na;3;3;9773;423,404;171,536;402,233;151,431;82,172;114,024;153,323;389;100;120,579;85,844;219,8925;8,366239098
1;na;3;4;1927;1954,017;135,104;170,551;61,044;40,193;43,555;60,539;1927;148;30,801;41,012;43,3575;3,714985988
1;na;3;5;4238;1331,521;589,668;250,167;82,819;65,154;2,053;84,22;1296;612;29,914;63;95,355;5,509304783
1;na;3;6;5634;225,179;966,881;301,789;109,803;65,33;130,558;109,385;207;914;112,58;65,255;126,765;6,352208492
1;na;3;7;6199;618,017;1053,124;301,647;92,849;85,007;64,367;98,153;605;1100;81,209;81,853;139,4775;6,663112422
1;na;3;8;7881;1873,066;1118,735;427,955;181,491;55,289;46,861;172,595;1810;1174;39,593;55,082;177,3225;7,512889244
1;na;3;9;3158;892,512;1470,48;240,392;86,195;46,649;41,918;89,376;863;1499;40,462;49,497;71,055;4,755786892
1;na;3;10;4541;596,324;1536,83;288,007;94,421;61,234;152,717;104,623;551;1501;148,285;62,048;102,1725;5,702851642
1;na;3;11;4926;1523,181;1624,442;267,12;94,04;66,695;124,586;95,079;1507;1580;112,249;65,761;110,835;5,939686544
1;na;3;12;7985;503,929;1934,964;366,794;129,732;78,368;179,518;124,824;451;1906;151,793;77,952;179,6625;7,562297926
1;na;4;1;12917;1712,901;396,453;451,546;133,394;123,292;98,543;143,22;1694;327;125,91;127,394;290,6325;9,618274169
1;na;4;2;2143;1459,784;590,923;173,137;53,223;51,267;26,874;56,719;1432;595;9,13;50,003;48,2175;3,917666006
1;na;4;3;13496;849,562;828,666;504,759;191,773;89,604;100,143;193,763;832;733;101,31;94,814;303,66;9,831479036
1;na;4;4;11272;192,632;929,807;489,453;205,505;69,838;47,931;189,381;115;987;40,503;68,965;253,62;8,984973753
1;na;4;5;9467;401,67;1092,788;394,115;139,87;86,178;152,545;143,136;333;1087;172,776;87,367;213,0075;8,234220855
1;na;4;6;10454;1653,745;1362,861;436,576;166,327;80,026;106,517;174,568;1618;1283;109,058;82,233;235,215;8,652818031
1;na;4;7;7292;1089,683;1344,119;335,103;122,583;75,74;43,819;120,067;1040;1377;29,982;74,644;164,07;7,226693783
1;na;4;8;7998;1657,044;1535,34;363,622;143,871;70,781;174,736;138,514;1588;1520;167,067;69;179,955;7,568451332
1;na;4;9;2589;1529,249;1667,967;200,836;73,409;44,905;145,999;73,736;1495;1653;159,353;44,953;58,2525;4,306082517
1;na;4;10;10685;978,975;1769,095;401,622;137,584;98,882;7,669;138,571;919;1804;30,822;95,44;240,4125;8,74789549
1;na;5;1;4595;1661,745;248,648;267,362;83,039;70,456;135,212;89,051;1628;219;155,45;68,57;103,3875;5,736659599
1;na;5;2;4412;759,819;329,029;262,877;94,209;59,628;22,6;98,762;711;341;15,866;60,491;99,27;5,621265196
1;na;5;3;1421;1982,97;562,335;143,095;49,344;36,667;42,407;49,739;1961;574;30,174;37,463;31,9725;3,190166584
1;na;5;4;1403;1081,79;580,685;141,882;46,251;38,623;58,785;48,415;1063;597;38,29;39,951;31,5675;3,169897054
1;na;5;5;2440;102,301;973,783;187,522;64,597;48,094;133,361;65,146;93;942;107,879;46,669;54,9;4,18033644
1;na;5;6;4105;1298,777;1091,164;267,095;108,133;48,335;86,376;104,809;1284;1142;74,505;46;92,3625;5,422167174
1;na;5;7;1756;1139,218;1579,507;162,066;54,583;40,962;54,779;55,362;1126;1604;73,202;41,071;39,51;3,546325366
1;na;5;8;11982;422,214;1691,095;431,563;152,719;99,895;71,917;161,149;374;1755;56,902;102,568;269,595;9,263625304
1;na;5;9;1461;1079,134;1712,725;148,652;44,503;41,799;5,737;48,26;1054;1714;5,947;42,426;32,8725;3,234755282
2;na;1;1;4011;763,187;131,556;289,362;122,333;41,746;27,099;120,017;709;152;23,575;41,157;90,2475;5,359726808
2;na;1;2;9800;537,264;481,827;408,558;135,452;92,119;133,608;141,439;506;417;114,209;93,512;220,5;8,377787888
2;na;1;3;424;1317,561;446,774;92,225;36,679;14,718;29,153;36,249;1302;455;24,444;16,297;9,54;1,742606184
2;na;1;4;3466;1827,503;495,786;287,806;118,514;37,237;119,261;123,665;1797;448;120,09;41,162;77,985;4,982308348
2;na;1;5;836;225,356;567,065;119,296;39,758;26,773;22,459;44,598;204;577;19,654;30,637;18,81;2,446918258
2;na;1;6;242;183,653;588,595;61,941;24,286;12,687;25,618;24,698;173;595;31,759;13,421;5,445;1,316509525
2;na;1;7;11097;103,856;740,519;465,605;188,67;74,888;102,871;179,981;66;658;107,126;76,447;249,6825;8,914954187
2;na;1;8;408;479,99;712,017;75,012;24,716;21,018;16,284;26,571;468;715;19,799;21;9,18;1,709410646
2;na;1;9;194;722,247;738,66;53,355;19,025;12,984;144,277;20,248;715;733;147,095;14,142;4,365;1,178737737
2;na;1;10;4211;400,271;784,598;278,534;111,856;47,933;120,299;110,91;372;733;116,796;50,551;94,7475;5,491727045
2;na;1;11;350;700,1;764,303;71,841;26,142;17,046;156,933;26,571;688;761;160,201;17,839;7,875;1,583253092
2;na;1;12;445;443,961;887,199;99,882;36,432;15,552;130,147;37,014;431;874;141,582;18,292;10,0125;1,785238845
2;na;1;13;7574;1854,734;1062,164;376,902;138,306;69,726;147,493;131,913;1792;1032;160,054;73,823;170,415;7,365105515
2;na;1;14;371;1362,786;1048,815;92,811;40,751;11,592;119,375;41,183;1352;1030;119,055;12,542;8,3475;1,630058826
2;na;1;15;399;1097,47;1047,362;74,426;26,389;19,251;124,977;27,459;1089;1036;123,111;20,506;8,9775;1,690451716
2;na;1;16;7093;83,679;1096,681;411,103;170,385;53,004;26,971;175,642;12;1149;31,971;56,271;159,5925;7,127402789
2;na;1;17;211;539,462;1118,685;58,184;20,611;13,034;133,256;22,672;531;1110;138,576;14,142;4,7475;1,229299062
2;na;1;18;538;494,963;1134,31;96,569;33,84;20,242;23,078;33,734;478;1137;11,976;21,812;12,105;1,962941969
2;na;1;19;269;166,556;1289,069;70,426;22,414;15,281;135,638;25,495;159;1281;131,82;17,401;6,0525;1,388009577
2;na;1;20;4034;472,188;1350,89;241,321;80,868;63,514;64,705;83,024;463;1392;80,991;62,776;90,765;5,375071797
2;na;1;21;1106;1949,118;1363,712;128,953;47,999;29,338;114,345;48,703;1942;1340;109,179;29,838;24,885;2,814452259
2;na;1;22;2396;1866,118;1486,086;184,853;58,843;51,844;44,111;61,717;1848;1510;49,6;53,23;53,91;4,142473411
2;na;1;23;1240;1854,345;1611,98;131,397;44,477;35,497;12,589;46,141;1834;1623;29,899;35;27,9;2,980074802
2;na;1;24;283;1444,048;1730,839;68,669;27,762;12,979;32,54;28,653;1431;1738;29,249;14,164;6,3675;1,423670678
2;na;1;25;249;1409,207;1748,428;71,841;29,859;10,618;31,881;30,017;1396;1756;29,982;11,944;5,6025;1,335414219
2;na;1;26;9209;1112,521;1795,618;387,806;144,681;81,042;177,699;142,706;1043;1793;171,132;81,783;207,2025;8,121244005
2;na;1;27;2469;1622,778;1883,758;187,439;61,822;50,85;120,663;65;1605;1857;126,87;52,432;55,5525;4,205105225
2;na;1;28;10490;319,007;1945,759;412,115;150,296;88,867;145,587;143,388;256;1909;157,011;88,825;236,025;8,667703899
2;na;2;1;2518;136,294;112,881;197,681;66,767;48,018;20,629;69,405;104;127;36,209;48,296;56,655;4,246627674
2;na;2;2;1393;35,575;164,763;145,581;53,704;33,026;129,815;52,924;26;140;112,203;33,648;31,3425;3,158579999
2;na;2;3;1271;739,72;233,254;167,966;72;22,476;127,542;72,67;722;203;124,346;24,004;28,5975;3,017095784
2;na;2;4;3959;92,898;294,892;248,066;89,624;56,244;32,644;93,862;56;325;38,946;58,145;89,0775;5,324870786
2;na;2;5;1452;554,612;323,947;143,983;46,787;39,514;109,835;49,204;541;304;127,569;39,164;32,67;3,224776579
2;na;2;6;368;324,981;334,897;70,426;23,189;20,206;24,471;24,187;314;340;29,745;21;8,28;1,623454914
2;na;2;7;527;727,585;355,248;87,983;31,438;21,343;37,267;32,202;715;365;36,158;21,92;11,8575;1,942771082
2;na;2;8;306;626,572;474,405;67,012;24,354;15,998;112,42;25,632;623;462;110,556;16,924;6,885;1,480393045
2;na;2;9;156;91,917;542,75;58,184;25,391;7,823;120,466;25,495;86;531;115,56;9,158;3,51;1,057008846
2;na;2;10;107;192,528;570,556;37,213;12,684;10,741;38,689;13,892;187;575;30,256;11;2,4075;0,875403365
2;na;2;11;455;229,489;608,911;80,912;28,982;19,989;61,544;30,083;224;623;68,552;20,752;10,2375;1,805186267
2;na;2;12;125;193,308;648,916;41,698;15,996;9,95;38,677;16,643;186;653;32,735;10,607;2,8125;0,946174696
2;na;2;13;2658;873,247;706,762;201,522;73,705;45,917;132,882;73,573;852;676;121,097;46,582;59,805;4,363086378
2;na;2;14;164;211,787;738,524;47,456;16,476;12,674;58,959;17,205;205;744;35,538;13,284;3,69;1,083772799
2;na;2;15;2367;657,546;838,549;212,853;86,594;34,803;104,243;83,217;638;802;110,395;36,513;53,2575;4,117327867
2;na;2;16;2998;167,904;883,263;231,522;91,003;41,946;36,839;94,81;130;910;37,716;44,674;67,455;4,63374507
2;na;3;7;2963;408,334;436,282;221,865;83,157;45,367;119,242;84,38;381;405;121,43;45,171;66,6675;4,606617451
2;na;3;8;1913;600,77;484,456;165,823;56,39;43,194;129,202;57,14;585;462;122,856;43,841;43,0425;3,701466368
2;na;3;9;1024;1046,912;526,804;122,225;41,864;31,143;148,261;42,802;1030;514;142,595;31,675;23,04;2,708110001
2;na;3;10;2475;613,127;687,063;194,108;69,871;45,101;139,391;68,819;583;671;144,462;44,452;55,6875;4,210211608
2;na;3;11;9608;1113,77;751,608;397,179;151,451;80,774;101,187;149,857;1085;683;111,943;80,629;216,18;8,295313809
2;na;3;12;7496;1500,912;756,545;334,191;117,36;81,324;149,616;116,469;1447;738;156,737;80,434;168,66;7,327083008
2;na;3;13;125;1596,356;803,188;43,456;15,271;10,422;68,574;16,643;1592;810;57,265;11,839;2,8125;0,946174696
2;na;3;14;1698;311,058;908,879;154,953;50,266;43,011;123,686;53,254;296;887;124,287;45;38,205;3,487266724
2;na;3;15;20092;99,176;1071,767;643,914;256,489;99,739;108,28;261,847;53;945;112,452;111,575;452,07;11,99576385
2;na;3;16;564;812,613;1098,828;97,497;37,427;19,187;17,899;36,688;795;1104;17,447;19,814;12,69;2,009814035
2;na;3;17;1339;780,323;1157,312;168,309;70,3;24,251;124,613;68,007;762;1128;126,027;26,029;30,1275;3,096753315
2;na;3;18;5151;709,168;1271,162;278,635;96,615;67,882;132,273;98,813;687;1227;125,942;69,296;115,8975;6,073822522
2;na;3;19;5006;1263,373;1268,437;277,505;96,224;66,239;34,121;97,801;1214;1282;16,026;65,336;112,635;5,98772361
2;na;3;20;4668;1771,936;1311,931;277,747;95,683;62,116;136,77;98,884;1750;1271;118,379;60,811;105,03;5,782048715
2;na;3;21;7732;1298,84;1379,057;370,902;147,497;66,745;143,078;139,818;1249;1329;130,068;65,785;173,97;7,441530145
2;na;3;22;962;482,49;1544,509;131,296;45,547;26,892;143,472;49,518;467;1527;133,363;28,753;21,645;2,624846183
2;na;3;23;13383;1143,49;1695,469;451,304;146,95;115,956;17,214;149,164;1070;1722;23,299;118,878;301,1175;9,790233764
2;na;3;24;822;514,539;1718,612;111,054;42,836;24,433;148,946;42,942;496;1707;152,241;24,833;18,495;2,426343204
2;na;3;25;6161;935,701;1800,899;311,789;106,51;73,649;128,957;112,721;916;1748;111,329;73,346;138,6225;6,642658519
2;na;3;26;6368;639,782;1930,467;364,617;151,478;53,526;144,07;150,894;585;1883;138,493;53,491;143,28;6,753328105
2;na;3;27;1166;647,901;2012,563;146,024;58,271;25,478;24,541;57,585;620;2021;20,323;27,753;26,235;2,889785436
2;na;4;1;297;1910,076;347,921;73,497;29,403;12,861;152,595;29,967;1897;343;154,29;15,209;6,6825;1,458460083
2;na;4;2;4357;590,422;521,419;261,823;90,931;61,008;105,136;94,874;568;479;122,518;62,672;98,0325;5,586117965
2;na;4;3;1718;211,009;647,487;156,853;52,705;41,503;144,125;54,203;191;630;142,496;42,052;38,655;3,507744097
2;na;4;4;4237;1612,245;932,496;250,836;78,7;68,548;136,882;83,726;1587;898;119,32;69,409;95,3325;5,508654756
2;na;4;5;5353;435,957;1056,326;353,019;126,345;53,945;18,959;141,873;365;1084;21,501;62,623;120,4425;6,191771836
2;na;4;6;1002;680,349;1239,585;131,439;52,798;24,164;130,955;53,151;663;1219;131,186;24,848;22,545;2,678861024
2;na;4;7;8318;809,543;1285,761;359,446;124,419;85,122;146,015;123,13;752;1269;159,063;84,349;187,155;7,718373323
2;na;4;8;1592;1696,435;1530,541;162,752;57,632;35,171;21,396;60,407;1666;1544;19,335;38,557;35,82;3,376664052
2;na;4;9;1970;1654,766;1589,546;215,522;59,118;42,428;98,439;69,721;1662;1550;98,246;49,768;44,325;3,756206292
2;na;4;10;3732;1359,594;1695,187;266,007;96,919;49,028;149,635;105,119;1315;1659;145,856;53,924;83,97;5,169959491
2;na;4;11;2375;1511,782;1879,018;207,037;82,691;36,569;122,276;83,217;1487;1846;122,735;37,497;53,4375;4,124279882
2;na;4;12;907;1698,23;1922,136;113,497;35,275;32,738;29,531;37,802;1687;1936;52,524;33;20,4075;2,54870732
2;na;5;1;131;741,332;27,416;43,213;15,077;11,063;111,083;16,401;737;20;127,569;11;2,9475;0,96861674
2;na;5;2;9574;521,52;123,016;436,777;172,681;70,592;104,842;165,605;477;52;114,244;73,162;215,415;8,280623414
2;na;5;3;472;1511,684;421,275;88,569;35,814;16,78;122,022;35,805;1502;406;125,91;17,49;10,62;1,83860028
2;na;5;4;145;987,369;466,321;44,284;14,931;12,365;101,215;16,155;986;458;111,801;12,952;3,2625;1,019061335
2;na;5;5;4301;311,179;542,429;252,877;85,072;64,371;28,221;90,802;270;556;16,639;64,347;96,7725;5,550103014
2;na;5;6;2090;1064,213;592,227;200,167;78,42;33,933;109,327;84,504;1047;554;110,794;37,32;47,025;3,868917471
2;na;5;7;3978;891,404;729,803;236,593;72,361;69,996;24,591;76,688;855;740;12,043;69,941;89,505;5,33763303
2;na;5;8;2177;399,205;757,991;197,238;70,346;39,403;2,183;72,367;364;744;168,845;42,723;48,9825;3,948621785
2;na;5;9;5234;1879,643;1097,968;340,233;135,005;49,362;30,924;127,945;1823;1128;31,578;50,811;117,765;6,122561861
2;na;5;10;8398;1530,551;1175,067;375,421;146,79;72,843;178,993;141,354;1462;1166;175,943;71;188,955;7,755400992
2;na;5;11;10282;743,381;1323,784;422,357;160,401;81,617;143,528;155,416;687;1268;127,681;81,288;231,345;8,581340258
2;na;5;12;93;1498,887;1380,898;35,213;12,73;9,302;118,909;13,601;1495;1375;126,027;9,899;2,0925;0,816127096
2;na;5;13;1496;1411,444;1448,552;148,953;53,328;35,718;0,681;54,332;1384;1444;173,66;36;33,66;3,273272181
2;na;5;14;4609;1360,108;1510,004;313,605;111,265;52,742;122,487;115,521;1320;1473;138,861;54,212;103,7025;5,745392151
2;na;5;15;16857;1716,386;1598,497;556,399;172,622;124,335;39,643;178,104;1675;1690;49,783;129,474;379,2825;10,98769172
2;na;5;16;207;1418,331;1574,06;59,841;24,1;10,936;122,102;23,854;1412;1564;123,024;11,609;4,6575;1,217591185
2;na;5;17;238;1377,374;1601,429;71,497;31,575;9,597;121,387;30,887;1370;1588;119,055;10,391;5,355;1,305583946
2;na;5;18;1550;588,051;1882,908;149,681;53,014;37,227;151,477;54,231;564;1871;157,218;38,206;34,875;3,331824917
2;na;6;1;162;223,025;114,617;53,113;21,686;9,512;36,664;23,601;214;122;36,384;10,607;3,645;1,077144157
2;na;6;2;102;165,784;161,922;37,456;13,208;9,833;166,991;14,56;159;160;164,055;10;2,295;0,854705323
2;na;6;3;14234;1545,51;248,421;525,931;208,84;86,781;6,364;204,025;1451;270;9,878;89,776;320,265;10,09670816
2;na;6;4;479;990,074;277,523;83,841;31,749;19,209;104,734;32,573;985;262;107,879;19,933;10,7775;1,852183792
2;na;6;5;232;821,328;379,06;61,598;24,502;12,056;119,787;24,698;816;368;121,759;12,66;5,22;1,289021957
2;na;6;6;2261;905,693;399,285;176,368;54,158;53,155;111,436;57,009;882;417;37,875;51;50,8725;4,02407998
2;na;6;7;5462;1845,089;440,037;293,12;107,584;64,642;58,421;104,809;1817;486;52,365;64,081;122,895;6,254493861
2;na;6;8;732;1722,294;486,881;105,397;40,553;22,983;26,845;40,817;1705;498;30,964;23,266;16,47;2,289664566
2;na;6;9;1325;895,049;525,678;135,054;43,116;39,128;158,969;45;878;512;143,13;39;29,8125;3,080521625
2;na;6;10;135;1926,107;616,819;44,042;16,151;10,643;22,777;17,493;1918;621;30,964;11;3,0375;0,983293588
2;na;6;11;10880;147,014;694,455;498,718;154,853;89,458;162,282;183,883;71;618;146,31;101,585;244,8;8,827358616
2;na;6;12;147;1905,33;630,704;53,355;21,93;8,535;40,712;23,345;1897;638;43,264;9,515;3,3075;1,026065275
2;na;6;13;923;1382,029;669,976;114,468;39,988;29,389;136,791;41,34;1363;661;147,848;30,011;20,7675;2,571089372
2;na;6;14;6016;672,83;823,905;357,061;127,22;60,209;106,323;136,704;651;765;110,556;71,112;135,36;6,564025152
2;na;6;15;1226;33,432;979,554;132,711;45,882;34,022;16,963;46,84;10;984;16,113;34,649;27,585;2,963204045
2;na;6;16;13748;335,237;1129,425;463,103;153,476;114,054;45,657;161,037;267;1173;31,025;119,789;309,33;9,922842188
2;na;6;17;151;865,599;1128,381;51,355;21,831;8,807;125,779;22,204;860;1119;125,838;9,899;3,3975;1,039931651
2;na;6;18;1105;48,724;1180,17;128,953;45,154;31,159;22,421;45,222;26;1186;18,034;32,202;24,8625;2,813179615
2;na;6;19;179;104,243;1275,517;61,598;25,287;9,013;114,636;25,632;100;1264;110,556;10,29;4,0275;1,132251327
2;na;6;20;6076;1911,913;1460,648;362,191;116,106;66,631;134,864;134,183;1863;1406;129,86;78,746;136,71;6,59667678
2;na;6;21;355;1327,365;1421,607;74,184;26,538;17,032;114,095;28,653;1321;1409;119,249;18,493;7,9875;1,59452194
2;na;6;22;11021;725,682;1484,328;478,718;166,276;84,392;17,911;177,26;654;1526;29,023;92,355;247,9725;8,884373824
2;na;6;23;404;991,2;1466,21;82,426;32,807;15,679;109,494;33,242;985;1450;111,161;16,981;9,09;1,701010542
2;na;6;24;1121;950,347;1500,543;125,296;43,355;32,921;15,662;44,385;929;1505;14,349;34;25,2225;2,833473329
2;na;6;25;12050;63,311;1602,608;435,245;147,63;103,925;134,463;150,233;28;1534;120,833;109,363;271,125;9,289874482
2;na;6;26;2630;1556,944;1608,08;211,037;83,073;40,31;115,028;81,707;1544;1571;111,541;41,154;59,175;4,340044644
2;na;6;27;1091;1127,206;1691,449;164,066;58,509;23,742;115,35;60,141;1108;1672;137,021;27,856;24,5475;2,79530176
2;na;6;28;8405;1554,522;1775,851;363,848;128,859;83,049;54,873;133,963;1524;1830;55,954;84,944;189,1125;7,758632505
2;na;6;29;266;369,38;1734,06;76,426;33,022;10,256;111,067;33,242;364;1718;111,161;11,828;5,985;1,380248046
2;na;6;30;1093;178,226;1739,209;123,882;41,614;33,441;141,119;43,417;160;1727;141,546;33,941;24,5925;2,797862734
2;na;6;31;4717;1643,165;1791,997;262,049;86,766;69,22;46,106;87,664;1601;1807;25,688;68,589;106,1325;5,812316577
2;na;6;32;4658;1351,1;1849,582;257,723;81,442;72,822;6,907;82,329;1320;1878;40,073;70;104,805;5,775852112
2;na;6;33;335;1224,843;1842,849;72,426;28,014;15,226;113,113;29,069;1219;1829;116,565;16,101;7,5375;1,548954734
2;na;6;34;969;427,288;1903,454;117,64;39,121;31,537;121,225;41,183;417;1885;119,055;32,721;21,8025;2,63437873
