Sample;Tilt angle to optical axis ;Image;Particle number;Area;Weighed X-Position Central Point;Weighed Y-Position Central Point;Perimeter;Elipse fit Major axis;Elipse fit Minor axis;Elipse angle;Feret caliper;FeretX;FeretY;Feret angle;Min Feret;Area [nm2];Radius [nm]
2;na;6;35;1020;674,545;1917,473;135,681;40,329;32,202;108,382;42,802;659;1902;127,405;34,89;22,95;2,702815548
2;na;6;36;573;480,788;1930,329;117,439;50,786;14,366;128,803;51,856;463;1912;129,523;15,624;12,8925;2,025786318
2;na;6;37;798;1308,704;1971,723;139,439;53,799;18,886;146,125;55,172;1288;1955;136,469;22,202;17,955;2,390659743
2;na;6;38;357;1319,864;2007,169;74,912;25,713;17,677;109,239;27,295;1319;1993;98,427;18,337;8,0325;1,599007242
2;na;7;1;517;452,504;304,436;86,083;30,461;21,61;103,204;31,048;447;290;104,931;22,366;11,6325;1,924250439
2;na;7;2;299;378,186;315,149;65,841;25,19;15,113;121,554;25,554;372;304;120,579;16,09;6,7275;1,463362484
2;na;7;3;973;671,128;405,182;118,569;37,355;33,164;62,927;39,205;659;421;52,253;33,447;21,8925;2,639810445
2;na;7;4;4539;347,031;449,665;274,409;105,963;54,54;94,58;101,139;336;401;104,311;53,103;102,1275;5,701595645
2;na;7;5;937;260,345;437,517;142,953;61,201;19,493;22,388;59,808;234;449;20,556;21,032;21,0825;2,590515041
2;na;7;6;3042;187,792;564,552;218,409;82,653;46,861;83,803;82,873;179;604;81,674;47,834;68,445;4,667624681
2;na;7;7;819;300,202;556,815;118,711;48,124;21,669;119,456;47,508;289;535;120,343;22,197;18,4275;2,421911523
2;na;7;8;850;1104,162;640,018;108,569;36,943;29,295;74,935;37,643;1098;658;73,009;29,966;19,125;2,467321741
2;na;7;9;795;146,013;647,04;106,811;36,612;27,647;122,848;37,443;134;633;124,114;28,47;17,8875;2,38616179
2;na;7;10;4383;1467,058;997,171;253,563;84,602;65,963;170,252;88,363;1424;1005;5,194;66,29;98,6175;5,602760498
2;na;7;11;2136;1852,257;1029,424;175,782;61,892;43,942;31,201;65,215;1825;1048;35,64;46,888;48,06;3,911262345
2;na;7;12;3562;323,999;1110,109;239,48;85,92;52,785;12,646;90,25;283;1120;15,422;53;80,145;5,050836151
2;na;7;13;1462;1532,611;1122,54;153,439;57,67;32,278;121,09;58,009;1517;1099;125,882;32,205;32,895;3,235862127
2;na;7;14;3030;426,889;1189,566;220,995;80,781;47,757;16,128;79,076;393;1209;32,082;46,364;68,175;4,658409223
2;na;7;15;403;1984,612;1326,721;79,598;30,786;16,667;167,514;30,806;1970;1323;166,866;17,427;9,0675;1,698904027
2;na;7;16;975;1448,857;1339,977;130,711;44,775;27,726;59,972;48,6;1437;1364;53,366;30,241;21,9375;2,642522115
2;na;7;17;249;963,376;1353,532;61,355;22,4;14,153;38,654;23,601;954;1360;36,384;15,556;5,6025;1,335414219
2;na;7;18;1339;1456,175;1406,947;156,752;50,759;33,588;71,403;57,871;1449;1431;80,049;36,631;30,1275;3,096753315
2;na;7;19;3700;1084,949;1556,747;285,421;96,236;48,953;115,795;106,668;1053;1506;128,911;60,933;83,25;5,147746888
2;na;7;20;358;1181,408;1562,966;70,426;24,933;18,282;37,795;26,077;1170;1570;32,471;19,092;8,055;1,601245182
2;na;7;21;106;1394,113;1656,453;38,627;13,658;9,882;97,489;14,866;1392;1649;109,654;10;2,385;0,871303092
2;na;7;22;5010;48,3;1722,382;294,676;100,12;63,713;97,164;101,833;43;1671;97,334;70;112,725;5,990115351
2;na;7;23;8700;1014,022;1836,381;375,279;137,326;80,663;89,01;132,518;992;1900;70,608;78;195,75;7,893615155
2;na;7;24;4123;160,038;1825,208;248,836;87,98;59,668;115,2;91,706;144;1782;108,435;63,686;92,7675;5,434041992
2;na;7;25;8393;314,597;1872,941;376,517;139,369;76,676;56,054;137,906;257;1916;39,114;74,289;188,8425;7,753091943
2;na;8;1;7387;1632,647;111,731;328,551;108,724;86,508;87,733;109,604;1603;159;58,05;84;166,2075;7,273616048
2;na;8;2;989;958,115;358,63;116,468;37,56;33,526;80,328;38,626;952;377;68,749;34;22,2525;2,661426449
2;na;8;3;517;1689,092;512,721;96,225;38,387;17,148;127,475;39,115;1678;495;122,471;19,067;11,6325;1,924250439
2;na;8;4;6746;435,954;566,941;323,765;119,757;71,722;6,296;117,277;380;579;11,31;71,528;151,785;6,950875202
2;na;8;5;1895;847,465;690,891;178,652;71,439;33,774;26,405;71,694;815;706;22,989;35,086;42,6375;3,684011098
2;na;8;6;1615;1173,298;705,078;153,782;56,034;36,697;13,984;55,902;1145;710;10,305;37,322;36,3375;3,400968316
2;na;8;7;216;1224,657;711,667;54,284;18,249;15,071;88,071;18,868;1221;720;57,995;15;4,86;1,243778938
2;na;8;8;4201;1944,581;743,142;263,907;99,231;53,903;46,115;100,125;1912;784;50,268;58,215;94,5225;5,485202477
2;na;8;9;17108;518,203;771,59;643,553;189,957;114,671;168,539;234,036;413;732;174,606;141,82;384,93;11,06919259
2;na;8;10;4290;68,976;766,295;247,321;80,799;67,602;131,735;81,939;54;728;113,749;67,118;96,525;5,543001151
2;na;8;11;1639;695,547;838,703;186,652;57,152;36,514;8,635;67,186;655;845;14,657;41,589;36,8775;3,426145477
2;na;8;12;5852;787,663;915,21;298,007;102,332;72,812;170,192;102,825;740;924;7,263;74,246;131,67;6,473937188
2;na;8;13;447;278,701;940,717;93,054;39,885;14,269;123,095;38,588;268;925;121,218;14,716;10,0575;1,789246121
2;na;8;14;174;524,58;942,126;49,941;17,43;12,71;14,684;18,248;515;942;170,538;13,1;3,915;1,116325761
2;na;8;15;247;692,399;955,314;59,598;22,835;13,773;125,478;23,324;687;945;120,964;14,629;5,5575;1,330040297
2;na;8;16;2899;625,743;1051,692;252,735;108,258;34,096;28,467;104,235;577;1077;28,04;36,231;65,2275;4,556595012
2;na;8;17;2799;1422,911;1051,446;207,037;73,095;48,756;149,518;70,937;1395;1028;139,574;47,207;62,9775;4,477316256
2;na;8;18;959;1059,414;1193,705;117,296;42,8;28,529;137,496;43,829;1042;1181;145,222;28,991;21,5775;2,620750192
2;na;8;19;3595;1663,682;1258,59;233,581;86,652;52,824;81,175;85,44;1653;1301;73,686;52;80,8875;5,074178842
2;na;8;20;1019;965,945;1242,562;124,225;46,016;28,195;18,81;47,539;945;1254;22,249;29,52;22,9275;2,701490314
2;na;8;21;215;443,528;1234,886;55,113;18,644;14,683;15,292;19,416;436;1241;34,509;15;4,8375;1,24089648
2;na;8;22;7977;685,843;1324,917;347,061;121,986;83,261;27,276;126,531;627;1347;19,867;83,306;179,4825;7,558508725
2;na;8;23;932;1018,458;1454,605;124,125;38,551;30,782;57,08;41,785;1005;1470;68,962;33,123;20,97;2,583594069
2;na;8;24;15533;1814,853;1567,563;520,902;196,121;100,842;32,927;197,254;1743;1631;38,206;108,725;349,4925;10,54736545
2;na;8;25;9322;804,612;1597,769;370,86;125,334;94,7;158,221;130,541;742;1585;171,187;96,602;209,745;8,170918374
2;na;8;26;1726;1694,52;1624,537;170,51;67,04;32,781;155,337;67,231;1665;1609;157,249;33,549;38,835;3,515901652
2;na;8;27;1466;1404,49;1691,925;144,853;47,054;39,669;29,698;48,415;1383;1706;38,29;40,305;32,985;3,240285727
2;na;8;28;275;1151,922;1731,769;76,669;30,692;11,408;108,012;31,575;1149;1716;100,954;13,472;6,1875;1,403403869
2;na;8;29;1634;1995,881;1881,829;150,711;51,376;40,495;5,957;51,662;1970;1887;14,574;40;36,765;3,420915516
2;na;8;30;2075;1443,396;1947,983;169,095;53,576;49,313;98,586;55,362;1434;1921;106,798;49;46,6875;3,855008795
2;na;9;1;212;1978,58;83,316;53,698;18,866;14,308;115,279;20;1972;76;126,87;15;4,77;1,23220865
2;na;9;1;212;1978,58;83,316;53,698;18,866;14,308;115,279;20;1972;76;126,87;15;4,77;1,23220865
2;na;9;2;865;575,623;130,273;116,811;40,058;27,494;42,016;43,267;560;143;33,69;29,787;19,4625;2,488997019
2;na;9;3;3040;879,991;178,946;295,605;136,038;28,453;118,669;126,764;849;124;119,801;29,427;68,4;4,666090035
2;na;9;4;692;1878,747;222,601;100,569;34,522;25,523;39,994;35,511;1868;236;57,653;26,423;15,57;2,226226612
2;na;9;5;4934;1434,291;309,394;296,635;114,176;55,022;144,939;120,108;1387;272;147,236;58,474;111,015;5,944507718
2;na;9;6;2626;1958,599;383,363;214,451;72,127;46,356;120,185;76,694;1952;347;112,218;50,052;59,085;4,336742974
2;na;9;7;2122;1182,175;379,562;181,681;68,799;39,271;8,5;69,051;1147;385;10,008;39,946;47,745;3,898423465
2;na;9;8;4844;594,97;445,748;275,924;98,732;62,468;7,206;97,268;549;467;14,893;60,132;108,99;5,890041977
2;na;9;9;147;677,003;468,779;48,87;17,234;10,86;9,275;18,682;667;471;15,524;11;3,3075;1,026065275
2;na;9;10;171;647,202;478,307;48,87;16,953;12,843;98,23;17,464;645;470;103,241;13;3,8475;1,106660421
2;na;9;11;3233;935,4;530,661;218,51;73,218;56,221;108,57;75,472;917;496;122,005;54,398;72,7425;4,811928605
2;na;9;12;2192;1507,134;569,013;215,238;61,716;45,222;10,164;71,063;1471;587;13,841;48,447;49,32;3,962201861
2;na;9;13;608;520,6;660,589;94,912;33,143;23,357;74,838;33,541;518;678;79,695;23,913;13,68;2,086738901
2;na;9;14;467;131,104;743,204;107,054;42,232;14,079;113,192;42,154;124;723;112,306;17,85;10,5075;1,828836004
2;na;9;15;865;1925,567;778,747;118,468;46,211;23,833;122,032;46,615;1913;760;125,395;24,609;19,4625;2,488997019
2;na;9;16;456;1176,84;798,857;78,669;26,475;21,93;140,704;27,203;1166;791;143,973;22,627;10,26;1,8071689
2;na;9;17;1014;1970,266;1064,911;138,468;54,992;23,477;25,168;56,436;1944;1081;29,745;25,896;22,815;2,694854366
2;na;9;18;1541;630,963;1100,651;156,853;57,535;34,102;39,198;59,548;612;1122;49,086;36,619;34,6725;3,322137795
2;na;9;19;1295;482,864;1123,384;133,196;41,794;39,452;142,802;43,081;462;1118;158,199;39,598;29,1375;3,045448129
2;na;9;20;6318;874,911;1180,165;314,96;110,741;72,641;142,71;109,005;829;1157;157,906;71,792;142,155;6,726763105
2;na;9;21;935;554,665;1211,793;122,953;48,871;24,359;129,287;49,82;541;1191;128,48;25,456;21,0375;2,587748873
2;na;9;22;797;1762,464;1212,618;137,782;57,666;17,597;26,275;57,706;1734;1227;27,897;20,121;17,9325;2,389161366
2;na;9;23;1618;1808,242;1339,713;196,693;84,352;24,423;33,591;83,762;1777;1362;33,311;29,102;36,405;3,404125645
2;na;9;24;509;823,201;1366,362;84,669;30,89;20,98;25,592;31,385;809;1373;22,479;21,473;11,4525;1,909304578
2;na;9;25;1134;488,735;1544,451;142,125;47,534;30,375;139,997;51,856;474;1521;129,523;32,907;25,515;2,849855566
2;na;9;26;347;132,854;1567,079;91,74;33,84;13,056;29,509;36,62;116;1578;34,992;15,901;7,8075;1,576453119
2;na;9;27;335;621,491;1640,196;74,912;30,353;14,053;130,555;31,401;612;1628;127,235;14,849;7,5375;1,548954734
2;na;9;28;2371;569,136;1665,958;188,794;62,903;47,992;59,934;66,219;559;1700;75,124;49,497;53,3475;4,12080534
2;na;9;29;1666;145,225;1660,552;153,64;51,882;40,885;178,785;52,393;121;1652;156,371;39,603;37,485;3,454250437
2;na;9;30;778;1665,942;1712,979;106,569;33,34;29,711;50,232;35,805;1654;1726;35,91;31;17,505;2,360511503
2;na;9;31;161;657,929;1740,363;51,113;15,072;13,601;66,699;17;651;1745;28,072;15;3,6225;1,073814492
2;na;9;32;1351;161,99;1865,732;153,924;48,82;35,234;55,865;54,037;153;1888;51,009;38,362;30,3975;3,110598779
2;na;9;33;1009;1100,306;1863,753;122,711;45,216;28,413;25,84;46,615;1080;1872;22,714;30,208;22,7025;2,688202037
2;na;9;34;437;418,168;1866,905;80,083;28,449;19,558;117,173;28,792;413;1854;110,323;20,576;9,8325;1,769118977
2;na;9;35;163;1524,255;1918,77;49,456;16,555;12,536;113,311;18,601;1518;1911;126,254;13,019;3,6675;1,080463561
2;na;9;36;589;1574,06;1973,057;108,811;46,575;16,102;116,974;46,53;1563;1952;118,217;17,293;13,2525;2,053874818
2;na;10;1;728;1145,817;67,534;108,569;41,183;22,507;113,07;41,231;1135;50;112,834;23,441;16,38;2,283400082
2;na;10;2;3399;1021,843;114,607;245,279;91,933;47,075;13,712;96,462;975;125;17,496;53,263;76,4775;4,933917746
2;na;10;3;1600;1862,669;207,867;174,953;68,825;29,599;0,252;68,731;1827;200;171,634;31,049;36;3,385137501
2;na;10;4;108;669,056;247,343;40,627;15,98;8,605;27,448;16,401;663;253;37,569;9,291;2,43;0,879484521
2;na;10;5;1219;518,656;329,95;143,196;52,971;29,3;30,525;54,203;500;346;37,504;30,861;27,4275;2,954732543
2;na;10;6;1059;1336,625;417,102;122,125;39,081;34,501;33,906;40,719;1317;424;24,677;34,648;23,8275;2,754002326
2;na;10;7;1520;1463,388;468,294;151,681;49,723;38,922;143,693;50,606;1439;458;150,396;40,177;34,2;3,299423905
2;na;10;8;11810;541,245;525,273;451,706;156,917;95,827;29,052;167,362;481;578;40,638;101,065;265,725;9,196895917
2;na;10;9;1979;1399,794;502,72;197,622;75,555;33,35;57,543;76,4;1381;531;52,98;35,709;44,5275;3,764776681
2;na;10;10;181;1447,003;536,831;50,527;18,012;12,795;17,012;19,313;1438;540;21,251;13,868;4,0725;1,138559182
2;na;10;11;1311;687,778;557,232;158,752;66,027;25,281;30,443;64,9;661;575;33,69;25,073;29,4975;3,064203953
2;na;10;12;2301;908,771;591,722;184,125;60,82;48,17;17,141;65;884;610;36,87;47,634;51,7725;4,059519501
2;na;10;13;8238;562,515;639,627;392,534;112,21;93,476;24,878;120,615;518;678;40,292;102,021;185,355;7,681167161
2;na;10;14;1245;1922,803;703,872;137,154;41,339;38,346;25,909;45,486;1904;691;146,659;37,357;28,0125;2,986076973
2;na;10;15;10662;920,696;836,645;463,387;120,37;112,78;102,302;150,685;913;766;105,789;123,058;239,895;8,738475276
2;na;10;16;10486;794,582;895,057;465,612;177,915;75,043;142,971;170,018;736;827;123,97;80,579;235,935;8,666051177
2;na;10;17;846;1003,878;862,505;117,539;46,486;23,172;33,845;46,648;983;872;30,964;25,067;19,035;2,461509432
2;na;10;18;6530;577,381;910,386;317,037;105,033;79,158;21,701;109,202;535;949;37,185;77,585;146,925;6,838689935
2;na;10;19;178;1643,652;1020,287;49,113;17,948;12,627;135,61;18,601;1638;1013;126,254;13,322;4,005;1,129084184
2;na;10;20;3763;1618,984;1056,658;241,421;72,721;65,885;142,361;75,425;1583;1062;6,089;69,124;84,6675;5,191387318
2;na;10;21;359;344,01;1100,263;70,77;24,911;18,349;107,487;25,554;339;1088;120,579;19;8,0775;1,603479999
2;na;10;22;2510;1793,318;1166,702;205,823;73,033;43,759;71,279;75,133;1781;1207;80,036;49,199;56,475;4,239876274
2;na;10;23;969;1424,912;1157,815;135,539;40,732;30,29;45,171;47,508;1408;1179;59,657;34,963;21,8025;2,63437873
2;na;10;24;1576;479,51;1175,87;164,409;66,488;30,18;121,303;65,734;462;1148;123,207;31,37;35,46;3,359653042
2;na;10;25;717;1657,514;1167,301;103,983;34,221;26,677;120,977;36,77;1651;1150;112,38;29,071;16,1325;2,266083458
2;na;10;26;339;1372,665;1176,518;81,255;33,183;13,008;114,235;33,541;1366;1161;116,565;14,558;7,6275;1,558174784
2;na;10;27;2104;936,849;1195,659;172,752;55,916;47,909;12,697;58,694;909;1206;23,07;49,984;47,34;3,88185394
2;na;10;28;763;239,905;1247,36;106,711;40,473;24,003;38,263;39,962;222;1257;31,701;23,983;17,1675;2,337645176
2;na;10;29;1048;820,16;1287,446;120,811;40,764;32,734;58,139;42,202;806;1304;53,673;33,954;23,58;2,739661862
2;na;10;30;4181;329,894;1406,758;247,806;81,957;64,954;127,609;85,796;319;1366;111,181;65,054;94,0725;5,472130003
2;na;10;31;708;1008,578;1421,319;98,569;34,333;26,256;41,954;35,228;993;1430;34,592;26,87;15,93;2,251816264
2;na;10;32;523;1325,395;1466,301;88,569;33,102;20,117;44,208;33,601;1315;1480;53,471;21,213;11,7675;1,935384093
2;na;10;33;965;924,551;1606,973;118,711;42,556;28,872;49,186;43,278;908;1622;40,314;29,525;21,7125;2,628935793
2;na;10;34;596;1844,757;1624,482;95,397;34,841;21,781;119,126;35,114;1839;1607;109,983;22,479;13,41;2,066043459
2;na;10;35;4974;781,029;1660,235;287,622;108,368;58,441;94,927;106,471;782;1608;95,389;58;111,915;5,968555178
2;na;10;36;4224;1256,189;1675,062;252,049;92,955;57,858;38,237;91,788;1213;1690;23,772;56,821;95,04;5,500197413
2;na;10;37;2090;1118,956;1713,864;170,652;52,883;50,32;160,789;55,326;1091;1712;173,774;50,912;47,025;3,868917471
2;na;10;38;2441;1563,847;1730,442;186,309;63,361;49,052;51,172;63,82;1545;1756;54,567;49,497;54,9225;4,181192979
2;na;10;39;3248;1700,756;1755,109;258,35;105,683;39,131;114,078;103,446;1678;1708;119,539;40,847;73,08;4,823078527
2;na;10;40;452;284,44;1812,024;87,154;35,352;16,279;119,659;34,67;274;1798;123,232;16,651;10,17;1,799225262
2;na;10;41;144;1737,389;1817,819;50,184;20,57;8,913;132,359;21,401;1731;1810;127,405;9,899;3,24;1,01554125
2;na;10;42;453;758,273;1922,747;80,669;29,677;19,435;35,523;31,064;746;1932;33,179;20,293;10,1925;1,801214456
2;na;11;1;4430;1026,217;68,278;260,794;88,719;63,576;171,313;88,057;984;60;164,859;62,766;99,675;5,632720294
2;na;11;2;5257;755,856;295,143;289,505;109,498;61,128;129,258;109,554;728;247;123,835;61,518;118,2825;6,135999439
2;na;11;3;6698;943,196;363,709;326,274;113,405;75,201;42,299;115,317;888;383;21,894;74,953;150,705;6,926102179
2;na;11;4;1781;1209,776;445,531;176,995;71,409;31,756;117,711;69,642;1192;415;122,093;31,307;40,0725;3,571480493
2;na;11;5;3790;337,533;580,35;233,421;76,266;63,273;56,719;76,42;331;617;83,991;62,407;85,275;5,209978459
2;na;11;6;1844;1787,875;699,594;171,48;60,467;38,828;34,486;60,415;1760;715;24,444;38,972;41,49;3,634099225
2;na;11;7;660;1722,259;843,117;102,326;39,084;21,501;3,197;40,447;1703;846;8,531;22;14,85;2,174143926
2;na;11;8;813;1668,651;953,482;107,397;37,561;27,559;26,861;38,949;1651;962;29,197;28,628;18,2925;2,413023745
2;na;11;9;991;1143,618;1041,693;125,782;46,573;27,093;29,37;46,043;1123;1053;34,38;27,44;22,2975;2,664116117
2;na;11;10;3426;1118,511;1231,67;223,522;75,394;57,858;104,362;79,31;1106;1195;103,861;60;77,085;4,953475303
2;na;11;11;4625;770,332;1366,696;256,777;82,24;71,605;45,058;86,348;729;1379;13,392;69,695;104,0625;5,755355986
2;na;11;12;638;1067,989;1368,809;106,468;43,297;18,762;30,151;42,72;1049;1380;32,574;19,707;14,355;2,137601089
2;na;11;13;375;797,78;1625,396;71,598;23,851;20,019;113,953;25;791;1615;126,87;20;8,4375;1,638822646
2;na;11;14;3250;1806,062;1645,307;247,865;90,017;45,969;179,218;88,119;1763;1655;9,142;48,818;73,125;4,824563237
2;na;11;15;817;1294,067;1845,608;106,811;35,343;29,433;83,973;36,497;1292;1827;99,462;30;18,3825;2,418952559
2;na;11;16;7068;1396,748;1932,342;357,203;124,459;72,307;26,709;133,154;1335;1951;22,521;80,77;159,03;7,114831073
2;na;11;17;12426;496,615;1962,544;464,534;162,302;97,48;30,962;172,003;435;2019;42,408;101,678;279,585;9,433698613
2;na;11;18;1629;645,06;1990,366;160,752;62,056;33,423;28,678;60,208;619;2005;32,106;33,633;36,6525;3,415677547
2;na;12;1;12602;482,453;94,866;472,943;146,338;109,646;149,934;149,857;414;97;6,129;110,29;283,545;9,500272453
2;na;12;2;1234;135,148;140,077;136,61;49,477;31,756;10,68;51,478;109;142;7,815;33,475;27,765;2,972856201
2;na;12;3;8048;929,378;344,087;353,688;122,823;83,429;130,312;126,143;904;288;115,346;82,42;181,08;7,592071798
2;na;12;4;1123;868,339;463,049;130,368;45,207;31,629;67,544;44,553;868;485;80,961;31,68;25,2675;2,835999832
2;na;12;5;4587;936,521;592,919;268,534;99,012;58,986;147,184;95,802;897;566;143,489;56,898;103,2075;5,731663596
2;na;12;6;1108;1099,467;584,19;128,368;40,853;34,532;2,359;43,463;1083;574;156,975;35,881;24,93;2,816995822
2;na;12;7;1671;515,383;598,261;155,054;52,786;40,306;5,443;53,141;490;608;19,799;40;37,5975;3,459430003
2;na;12;8;112;1075,571;614,152;37,799;13,615;10,474;6,728;14,318;1069;617;24,775;10;2,52;0,895623198
2;na;12;9;623;1714,917;697,184;102,569;41,477;19,124;20,167;41,437;1695;704;19,747;20,193;14,0175;2,112323088
2;na;12;10;5297;500,905;753,38;279,948;96,708;69,739;138,715;96,4;468;717;126,989;68,794;119,1825;6,159299312
2;na;12;11;4682;936,653;801,238;270,108;93,068;64,054;99,732;93,434;937;848;84,472;63,849;105,345;5,79071282
2;na;12;12;173;677,98;765,54;50,184;18,875;11,67;129,728;19,416;673;757;124,509;12,021;3,8925;1,113113306
2;na;12;13;1611;673,725;818,506;188,995;51,519;39,814;101,293;64,14;654;791;120,964;47,362;36,2475;3,39675398
2;na;12;14;2997;1504,972;945,67;205,865;65,478;58,278;134,063;68,352;1494;913;110,556;57,7;67,4325;4,632972199
2;na;12;15;12278;262,333;1188,49;429,772;146,678;106,58;19,161;154,557;183;1202;10,437;108,255;276,255;9,377350244
2;na;12;16;543;335,342;1361,248;92,326;36,121;19,14;118,005;36,892;326;1346;122,829;20,576;12,2175;1,972042351
2;na;12;17;4716;915,176;1510,893;278,291;101,064;59,414;52,042;100,424;877;1539;38,125;60,195;106,11;5,811700442
2;na;12;18;5527;1552,35;1584,083;295,966;109,016;64,552;7,421;105,802;1502;1576;172,942;64,597;124,3575;6,291599294
2;na;12;19;1374;1962,491;1704,383;167,581;67,293;25,997;30,451;68,797;1934;1723;32,535;30,556;30,915;3,136965115
2;na;12;20;1562;1186,187;1786,001;163,338;55,93;35,559;68,336;57,428;1184;1815;82,999;38,023;35,145;3,344697438
2;na;12;21;1642;1614,361;1827,711;159,681;47,54;43,977;11,951;51,478;1590;1816;172,185;46;36,945;3,429279625
2;na;12;22;798;1742,667;1846,615;123,882;37,006;27,456;151,035;43,046;1726;1834;149,265;33,215;17,955;2,390659743
2;na;12;23;4949;1900,347;1930,793;280,693;93,755;67,21;165,975;95,131;1865;1898;146,143;70,533;111,3525;5,953536898
2;na;12;24;1197;380,584;1977,406;135,882;50,701;30,06;20,495;51,078;358;1990;23,051;30,902;26,9325;2,927948259
2;na;12;25;459;1531,574;2015,807;81,497;29,394;19,882;49,086;30,232;1524;2029;55,784;20,9;10,3275;1,813103789
